PERMIT_NUMBER,OWNER_NAME,STATUS_CODE,CITY,STREET,STATE,ZIP,ZIP4,COUNTY,PERMIT_EFFECTIVE_DATE,PERMIT_ISSUE_DATE
TX-S-20002,"POWDERFINGER SPIRITS, LLC",Active,BUDA,4568  DACY LN ,TX,78610,5902,Hays,17-Apr-12,17-Apr-12
TX-S-20003,"HIDEOUS, L.C.",Active,LOCKHART,5276  BARTH RD ,TX,78644,2259,Caldwell,29-May-12,29-May-12
TX-S-20004,"GENIUS LIQUIDS, LLC",Active,AUSTIN,4202  SANTIAGO ST ,TX,78745,0,,27-Jun-12,27-Jun-12
TX-S-20005,DALLAS DISTILLERIES INCORPORATED,Active,GARLAND,803  SHEPHERD DR ,TX,75042,0,Dallas,27-Aug-12,27-Aug-12
TX-S-20006,"FIVE POINTS DISTILLING, LLC.",Active,FORNEY,8575  UNION HILL RD ,TX,75126,8236,Kaufman,4-Sep-12,4-Sep-12
TX-S-20007,JUS-MADE LP,Active,DALLAS,9761  CLIFFORD DR ,TX,75220,5334,Dallas,4-Sep-12,4-Sep-12
TX-S-20008,"WHITMEYER'S DISTILLING CO., LLC",Active,HOUSTON,16721 HOLLISTER ST ,TX,77066,1318,HARRIS,6-Sep-12,6-Sep-12
TX-S-20010,LOBLOLLY SPIRITS LLC,Active,RED ROCK,114  FEALY RD ,TX,78662,4613,bastrop,5-Oct-12,5-Oct-12
TX-S-20011,"BANNER DISTILLING CO., LLC",Active,MANOR,13201  JACOBSON RD ,TX,78653,3738,Travis,26-Oct-12,26-Oct-12
TX-S-20012,"SWIFT DISTILLERY, LLC",Active,DRIPPING SPRINGS,5258  BELL SPRINGS RD ,TX,78620,3633,,6-Nov-12,6-Nov-12
TX-S-20013,"KIEPERSOL ENTERPRISES, INC.",Active,TYLER,4120  FM 344 E,TX,75703,0,,13-Nov-12,13-Nov-12
TX-S-20014,"BJ HOOKER'S DISTILLERIES, L.L.C.",Active,HOUSTON,1300  E RICHEY RD ,TX,77073,3505,Harris,20-Nov-12,20-Nov-12
TX-S-20015,DORCOL DISTILLING COMPANY,Active,SAN ANTONIO,1902  S FLORES ST ,TX,78204,0,BEXAR,30-Nov-12,30-Nov-12
TX-S-20016,"FRANKIE LEE FINDLAY, JR.",Active,ROUND ROCK,3578  ROCKIN J RD ,TX,78665,3969,Williamson,18-Dec-12,18-Dec-12
UT-S-15001,"HIGH WEST DISTILLERY, LLC",Active,WANSHIP,27649 OLD LINCOLN HWY ,UT,84017,0,SUMMIT,13-Nov-07,13-Nov-07
UT-S-15002,"OGDEN'S OWN DISTILLERY, LLC",Active,OGDEN,3075 GRANT  AVE ,UT,84401,0,WEBER,12-Nov-08,12-Nov-08
UT-S-15003,"HIGH WEST DISTILLERY, LLC",Active,PARK CITY,703 PARK AVE ,UT,84060,0,SUMMIT,23-Oct-09,23-Oct-09
VA-S-15002,"COPPER FOX DISTILLERY ENTERPRISES, L.L.C.",Active,SPERRYVILLE,9 RIVER LN ,VA,22740,2147,RAPPAHANNOCK,17-Nov-05,17-Nov-05
VA-S-15003,CHESAPEAKE BAY DISTILLERY LLC,Active,VIRGINIA BEACH,437 VIRGINIA BEACH BLVD ,VA,23451,3442,VIRGINIA BEACH CITY,5-Dec-06,5-Dec-06
VA-S-15010,THE HOMEPLACE DISTILLERY LLC,Active,RIDGEWAY,10 FALL CREEK ROAD ,VA,24148,3190,HENRY,10-Sep-09,10-Sep-09
VA-S-15011,"RESERVOIR DISTILLERY, LLC",Active,RICHMOND,1800 SUMMIT AVE ,VA,23230,4314,HENRICO,28-Dec-09,28-Dec-09
VA-S-15014,T.F. O'NEILL DISTILLERY L.L.C.,Active,WINCHESTER,240 LENOIR DR ,VA,22603,4607,FREDERICK,4-Jan-11,4-Jan-11
VA-S-15015,LAIRD & COMPANY,Active,NORTH GARDEN,3638 LAIRD LN ,VA,22959,0,ALBEMARLE,18-Nov-10,18-Nov-10
VA-S-15016,"VINUM, LLC",Active,CHARLOTTESVILLE,5134 VIEWMONT WEST DR ,VA,22902,7811,CHARLOTTESVILLE CITY,17-Sep-12,17-Sep-12
VA-S-15017,"PLAINS MARKETING, L. P., PLAINS GP LLC",Active,YORKTOWN,2201 GOODWIN NECK RD ,VA,23692,0,YORK,1-Oct-12,1-Oct-12
VA-S-1797,THE MOUNT VERNON LADIES ASSOC. OF THE UNION,Active,MOUNT VERNON,5514 MOUNT VERNON MEMORIAL  HWY ,VA,22121,0,FAIRFAX,15-May-01,15-May-01
VA-S-20001,COMMONWEALTH SPIRITS LLC,Active,ASHBURN,21730  RED RUM DR ,VA,20147,5871,,14-Feb-12,14-Feb-12
VA-S-20002,"THE VIRGINIA DISTILLERY COMPANY, LLC",Active,LOVINGSTON,299  EADES LN ,VA,22949,0,Nelson,16-Aug-12,16-Aug-12
VA-S-20004,"LEGACY ARTISAN DISTILLERS, INC",Active,VIRGILINA,1141  7TH STREET ,VA,24598,3353,Halifax,4-Sep-12,4-Sep-12
VA-S-20005,"WOODS MILL DISTILLERY, LLC",Active,FABER,1625  RIVER RD ,VA,22938,2431,Nelson,28-Nov-12,28-Nov-12
VA-S-589,"BELMONT FARMS OF VIRGINIA, INC.",Active,CULPEPER,13490 CEDAR RUN RD ,VA,22701,7715,CULPEPER,4-Aug-88,4-Aug-88
VT-S-13,VERMONT SPIRITS DISTILLING COMPANY,Active,QUECHEE,5573 WOODSTOCK RD ,VT,5059,0,WINDSOR,28-May-10,28-May-10
VT-S-14,FLAG HILL FARM INC.,Active,VERSHIRE,135 EWING RD ,VT,5079,0,ORANGE,14-May-02,14-May-02
VT-S-15,"GREEN MOUNTAIN DISTILLERS, LLC",Active,STOWE,192 THOMAS LN ,VT,5672,4344,LAMOILLE,29-Nov-03,29-Nov-03
VT-S-15000,"SAXTONS RIVER DISTILLERY, LLC",Active,BRATTLEBORO,485 WEST RIVER RD ,VT,5301,0,WINDHAM,24-Apr-07,24-Apr-07
VT-S-15001,SHELBURNE ORCHARDS COMPANY,Active,SHELBURNE,216 ORCHARD RD ,VT,5482,6303,CHITTENDEN,13-Aug-09,13-Aug-09
VT-S-15002,"SMUGGLERS' NOTCH DISTILLERY, LLC",Active,JEFFERSONVLLE,276 VT RT 108 ,VT,5464,0,LAMOILLE,16-Jun-10,16-Jun-10
VT-S-15003,"DUNCAN'S IDEA MILL, LLC",Active,ST JOHNSBURY,622 KEYSER HILL RD ,VT,5819,8532,CALEDONIA,25-Mar-10,25-Mar-10
VT-S-15004,"CALEDONIA SPIRITS, INC.",Active,HARDWICK,46 LOG YARD  RD ,VT,5843,0,CALEDONIA,19-Apr-10,19-Apr-10
VT-S-15005,BOYDEN VALLEY WINERY LLC,Active,CAMBRIDGE,64 VERMONT ROUTE 104 ,VT,5444,9811,CHITTENDEN,20-Jul-10,20-Jul-10
VT-S-15006,"GOAMERICAGO BEVERAGES, LLC",Active,SHOREHAM,2139 QUIET VALLEY RD ,VT,5770,0,ADDISON,4-Jun-10,4-Jun-10
VT-S-15007,"VERMONT DISTILLERS, INC.",Active,MARLBORO,7755 VERMONT ROUTE 9 ,VT,5344,0,WINDHAM,27-May-10,27-May-10
VT-S-15009,ELM BROOK FARM LLC,Active,EAST FAIRFIELD,250 ELM BROOK RD ,VT,5448,4929,FRANKLIN,13-Apr-11,13-Apr-11
VT-S-15010,"HILLIS' SUGARBUSH FARM AND VINEYARD, LLC",Active,COLCHESTER,206 SUGARBUSH FARM RD ,VT,5446,7518,CHITTENDEN,3-Jul-12,3-Jul-12
VT-S-20001,AMERICAN CRAFTED SPIRITS INCORPORATED,Active,WINDSOR,3  ARTISANS WAY ,VT,5089,0,Windsor,26-Dec-12,26-Dec-12
WA-S-15000,"MOUNTAIN DOME WINERY, INC",Active,SPOKANE,16315 E TEMPLE RD ,WA,99217,9233,SPOKANE,29-Jul-08,29-Jul-08
WA-S-15005,STE. MICHELLE WINE ESTATES LTD.,Active,WOODINVILLE,14111 NE 145TH ST ,WA,98072,0,KING,3-Apr-07,3-Apr-07
WA-S-15008,STE. MICHELLE WINE ESTATES LTD.,Active,PATERSON,HWY 221   COLUMBIA CREST DR. ONE MILE NORTH OF PATERSON ,WA,99345,0,BENTON,18-Jun-07,18-Jun-07
WA-S-15009,STE. MICHELLE WINE ESTATES LTD.,Active,PATERSON,"STATE ROUTE 14, 10 MILES WEST OF PATERSON P.O. ",WA,99345,0,BENTON,26-Jul-07,26-Jul-07
WA-S-15010,DRY FLY DISTILLING INC,Active,SPOKANE,1003 E TRENT AVE ,WA,99202,2181,SPOKANE,8-Sep-07,8-Sep-07
WA-S-15013,STE. MICHELLE WINE ESTATES LTD.,Active,WALLA WALLA,1736 JB GEORGE RD ,WA,99362,7132,WALLA WALLA,30-Jan-08,30-Jan-08
WA-S-15014,STE. MICHELLE WINE ESTATES LTD.,Active,WALLA WALLA,1663 CORKRUM  RD ,WA,99362,0,WALLA WALLA,17-Jan-08,17-Jan-08
WA-S-15015,"COL SOLARE, LLP",Active,BENTON CITY,50207 ANTINORI RD ,WA,99320,7872,BENTON,11-Mar-08,11-Mar-08
WA-S-15016,PACIFIC DISTILLERY LLC,Active,WOODINVILLE,18808  142ND AVE ,WA,98072,8281,KING,26-Aug-08,26-Aug-08
WA-S-15018,"SOFT TAIL SPIRITS, LLC",Active,WOODINVILLE,12280 NE WOODINVILLE DR ,WA,98072,0,KING,21-Oct-08,22-Oct-08
WA-S-15019,CHALLENGER RIDGE LLC,Active,CONCRETE,43095 CHALLENGER RD ,WA,98237,9416,SKAGIT,25-Mar-09,25-Mar-09
WA-S-15022,MT ST HELENS SPIRITS LLC,Active,AMBOY,39704 NE 216TH AVE ,WA,98601,0,CLARK,15-Jan-09,15-Jan-09
WA-S-15025,"FREE RANGE DISTILLING COMPANY, LTD.",Active,BAINBRIDGE ISLAND,"9727 COPPERTOP LOOP NE, ",WA,98110,0,KITSAP,12-Feb-09,12-Feb-09
WA-S-15026,GERALD D. BOWMAN,Active,MOSES LAKE,1120 W MARINA DR ,WA,98837,2682,GRANT,23-Apr-09,23-Apr-09
WA-S-15028,VIN CO.,Active,SEATTLE,198 NICKERSON  ST ,WA,98109,1689,KING,27-Jul-09,27-Jul-09
WA-S-15031,IT'S 5 LLC,Active,CASHMERE,101 MAPLE ST ,WA,98815,0,CHELAN,23-Nov-09,23-Nov-09
WA-S-15034,"RIVER TOWN DISTILLERS, LLC",Active,SNOHOMISH,12525 OLD SNOHOMISH-MONROE RD ,WA,98290,0,SNOHOMISH,9-Jun-10,9-Jun-10
WA-S-15035,STONE DISTILLERY LLC,Active,SEATTLE,1138 W EWING ST ,WA,98119,0,KING,29-Jan-10,29-Jan-10
WA-S-15036,"WALLA WALLA DISTILLING COMPANY, LLC",Active,WALLA WALLA,1105 C ST ,WA,99362,0,WALLA WALLA,11-Dec-09,11-Dec-09
WA-S-15037,"FOUR LAKES CHELAN, LLC",Active,CHELAN,223 HOWARD FLATS RD ,WA,98816,0,CHELAN,28-May-10,28-May-10
WA-S-15039,"FREE SPIRITS DISTILLING, LTD.",Active,CHEHALIS,553 N MARKET BLVD ,WA,98532,2109,LEWIS,11-Dec-09,11-Dec-09
WA-S-15040,"PACIFIC RIM WINEMAKERS, INC.",Active,RICHLAND,8111 KEENE RD ,WA,99353,7202,BENTON,5-Apr-10,5-Apr-10
WA-S-15041,"ROCKRIDGE ENTERPRISES, L.L.C.",Active,ENUMCLAW,41127 212TH AVE SE,WA,98022,9178,KING,2-Mar-10,2-Mar-10
WA-S-15042,SECOND CHANCE SPIRITS INCORPORATED,Active,PROSSER,2880 LEE RD ,WA,99350,9506,BENTON,2-Apr-10,2-Apr-10
WA-S-15043,"BLUE DOG, LLC",Active,KENT,27010 78TH AVE S,WA,98032,0,KING,18-Jun-10,18-Jun-10
WA-S-15045,"WOODINVILLE WHISKEY COMPANY, LLC",Active,WOODINVILLE,14509 WOODINVILLE REDMOND RD NE,WA,98072,0,KING,15-Apr-10,15-Apr-10
WA-S-15049,BLACK SAM INC,Active,MONTESANO,430 S 1ST ,WA,98563,0,GRAYS HARBOR,12-Jul-10,12-Jul-10
WA-S-15050,FREMONT MISCHIEF INC.,Active,SEATTLE,132 N CANAL ST ,WA,98103,8617,KING,9-Aug-10,9-Aug-10
WA-S-15051,WHIDBEY ISLAND DISTILLERIES LLC,Active,LANGLEY,3466 CRAW RD ,WA,98260,0,ISLAND,25-Aug-10,25-Aug-10
WA-S-15052,"WYSOCKI SPIRITS, LLC",Active,BATTLE GROUND,1315 SE GRACE AVE ,WA,98604,8487,CLARK,25-Jul-11,25-Jul-11
WA-S-15054,"WISHKAH RIVER DISTILLERY, LLC",Active,ABERDEEN,2210 PORT INDUSTRIAL RD ,WA,98520,4558,GRAYS HARBOR,16-Nov-12,16-Nov-12
WA-S-15055,GOLDEN NORTHWEST DISTILLERY,Active,BOW,9746  SAMISH ISLAND  RD ,WA,98232,9348,SKAGIT,24-Jan-11,24-Jan-11
WA-S-15057,J.P. TRODDEN DISTILLING L.L.C.,Active,WOODINVILLE,18646 142ND AVE NE,WA,98072,0,KING,5-Nov-10,5-Nov-10
WA-S-15058,"OOLA INDUSTRIES, LLC",Active,SEATTLE,1314 E UNION ST ,WA,98122,4144,KING,3-Feb-11,3-Feb-11
WA-S-15059,"GINKGO FOREST WINERY, LLC",Active,MATTAWA,22561 ROAD T 7 SW,WA,99349,0,GRANT,12-Nov-10,12-Nov-10
WA-S-15060,"SAN JUAN ISLAND DISTILLERY, LLC",Active,FRIDAY HARBOR,12 ANDERSON LN ,WA,98250,9183,SAN JUAN,13-Jan-11,13-Jan-11
WA-S-15062,KAYAK SPIRITS DISTILLERY LLC,Active,FREELAND,5490 CAMERON RD ,WA,98249,0,ISLAND,27-Jan-11,27-Jan-11
WA-S-15064,WESTLAND DISTILLERY LLC,Active,SEATTLE,9320 15TH AVE S,WA,98108,0,KING,14-Feb-11,14-Feb-11
WA-S-15065,"SOFT TAIL SPIRITS, LLC",Active,REDMOND,14356 REDMOND WOODINVILLE  RD ,WA,98052,2006,KING,4-Feb-11,4-Feb-11
WA-S-15067,HUTCH HANDMADE SPIRITS INC.,Active,SEATTLE,2320 E CHERRY ,WA,98122,4830,KING,23-Sep-11,23-Sep-11
WA-S-15068,"KOEHLER ENTERPRISES, INC.",Active,LONGVIEW,160 WHITEWATER RD ,WA,98632,8197,COWLITZ,14-Nov-11,14-Nov-11
WA-S-15070,CARBON GLACIER DISTILLERY LLC,Active,WILKESON,533 CHURCH ST ,WA,98396,0,PIERCE,23-Sep-11,23-Sep-11
WA-S-15071,"CHEHALIS BREWING GROUP, LLC",Active,OLY,222 CAPITAL  WAY N,WA,98501,0,THURSTON,23-Nov-11,23-Nov-11
WA-S-15072,"BATCH 206 DISTILLERY, LLC",Active,SEATTLE,1417 ELLIOTT AVE W,WA,98119,3104,KING,6-Jan-12,6-Jan-12
WA-S-15073,"BLACK LABEL SPIRITS, LLC",Active,SEATTLE,4660 E MARGINAL WAY S,WA,98134,0,KING,25-Oct-11,25-Oct-11
WA-S-15074,"DRY COUNTY DISTILLERY, LLC",Active,MARYSVILLE,1326 6TH ST ,WA,98270,4515,SNOHOMISH,30-Sep-11,30-Sep-11
WA-S-15077,THE HARDWARE DISTILLERY CO.,Active,HOODSPORT,24210 N HWY 101 ,WA,98548,9456,MASON,19-Apr-12,19-Apr-12
WA-S-15080,"OD BEVERAGE CO., LLC",Active,TACOMA,1830 112TH ST E,WA,98445,3747,PIERCE,18-Jan-12,18-Jan-12
WA-S-15082,"LACHSELIAN WINE & SPIRITS, LLLP, LACHSELIAN LLC, GP",Active,SEATTLE,1712 1ST AVE S,WA,98134,0,KING,1-Feb-12,1-Feb-12
WA-S-15084,"CENTER VALLEY ORCHARDS, LLC",Active,CHIMACUM,142 BARN SWALLOW RD ,WA,98325,7720,JEFFERSON,10-Aug-12,10-Aug-12
WA-S-20001,DAWSON-ALLEY LLC,Active,SNOHOMISH,1830 BICKFORD AVE ,WA,98290,1751,Snohomish,15-Feb-12,15-Feb-12
WA-S-20002,STILL SHINE LLC,Active,REDMOND,"5703  208TH AVE, NE ",WA,98053,0,,7-Mar-12,7-Mar-12
WA-S-20003,PARLIAMENT DISTILLERY LLC,Active,SUMNER,14209  29TH ST E,WA,98391,9226,Pierce,15-Mar-12,15-Mar-12
WA-S-20004,"HERITAGE DISTILLING COMPANY, INC.",Active,GIG HARBOR,3207  57TH CT NW,WA,98335,7586,,20-Mar-12,20-Mar-12
WA-S-20005,BLUE SPIRITS DISTILLING LLC,Active,CHELAN,324  MINNEAPOLIS BEACH RD ,WA,98816,0,USA,4-Apr-12,4-Apr-12
WA-S-20006,GRIZZLY PIKE LLC,Active,SEATTLE,5840  AIRPORT WAY S,WA,98108,2751,KING,10-May-12,10-May-12
WA-S-20007,SEATTLE DISTILLING COMPANY,Active,VASHON,19429  VASHON HWY SW,WA,98070,0,King,10-May-12,10-May-12
WA-S-20008,"BELLEWOOD ACRES, INC",Active,LYNDEN,6140  GUIDE MERIDIAN DR ,WA,98264,9634,Whatcom,30-May-12,30-May-12
WA-S-20009,AQUAVITAE LLC,Active,EVERETT,5626  EVERGREEN WAY ,WA,98203,3628,USA,7-Jun-12,7-Jun-12
WA-S-20010,DECEPTION DISTILLING LLC,Active,ANACORTES,9946  PADILLA HEIGHTS RD ,WA,98221,8695,,8-Jun-12,8-Jun-12
WA-S-20011,"CHUCKANUT BAY DISTILLERY, INC.",Active,BELLINGHAM,1115  RAILROAD AVE ,WA,98225,5007,Whatcom,26-Jun-12,26-Jun-12
WA-S-20012,"LETTERPRESS DISTILLING, LLC",Active,SEATTLE,85  S ATLANTIC ST ,WA,98134,1220,King,27-Jun-12,27-Jun-12
WA-S-20013,BLUEWATER DISTILLING LLC,Active,EVERETT,1205  CRAFTSMAN WAY ,WA,98201,1593,Snohomish,10-Jul-12,10-Jul-12
WA-S-20014,VANCOUVER DISTILLERY WORKS LLC,Active,VANCOUVER,12401  NE 60TH WAY ,WA,98682,5972,Clark,10-Jul-12,10-Jul-12
WA-S-20015,"2 BAR, LLC",Active,SEATTLE,"2960  4TH AVE., S. ",WA,98134,0,King,16-Jul-12,16-Jul-12
WA-S-20016,"WAHLUKE WINE COMPANY, INC.",Active,MATTAWA,"23934  T.1 RD., SW ",WA,99349,0,GRANT,20-Jul-12,20-Jul-12
WA-S-20017,"KARMA VENTURES, LLC",Active,ENTIAT,14771  SHAMEL ST ,WA,98822,0,Chelan,30-Jul-12,30-Jul-12
WA-S-20018,WESTLAND DISTILLERY LLC,Active,HOQUIAM,309  S ADAMS ST ,WA,98550,3530,Grays Harbor,17-Aug-12,17-Aug-12
WA-S-20020,"BROVO SPIRITS, LLC",Active,WOODINVILLE,18808  NE 142ND AVE ,WA,98072,0,King,20-Aug-12,20-Aug-12
WA-S-20021,PORT STEILACOOM DISTILLERY LLC,Active,STEILACOOM,1601  LAFAYETTE ST ,WA,98388,1325,,30-Aug-12,30-Aug-12
WA-S-20022,KEVIN WILLIAM MILFORD,Active,YAKIMA,12402  OCCIDENTAL RD ,WA,98903,9202,Yakima,28-Sep-12,28-Sep-12
WA-S-20023,"WOODINVILLE WHISKEY COMPANY, LLC",Active,QUINCY,8472  S RD NW,WA,98848,0,Grant,23-Oct-12,23-Oct-12
WA-S-20024,"PHILLIPPI FRUIT CO., INC.",Active,WENATCHEE,1921  FIFTH ST ,WA,98801,1356,Chelan,29-Oct-12,29-Oct-12
WA-S-20025,"VALLEY SHINE DISTILLERY, LLC",Active,MOUNT VERNON,320  S 1ST STREET ,WA,98273,0,Skagit,30-Nov-12,30-Nov-12
WI-S-15000,"AEPPELTREOW, INC.",Active,BURLINGTON,1072 288TH AVE ,WI,53105,9304,RACINE,12-Dec-05,12-Dec-05
WI-S-15001,"GREAT LAKES DISTILLERY, LLC",Active,MILWAUKEE,616 W VIRGINIA ST ,WI,53204,0,MILWAUKEE,28-Apr-06,28-Apr-06
WI-S-15004,"45TH PARALLEL SPIRITS, LLC",Active,NEW RICHMOND,1570 MADISON AVE ,WI,54017,0,SAINT CROIX,23-Mar-07,23-Mar-07
WI-S-15005,"YAHARA BAY DISTILLERS, INC.",Active,FITCHBURG,6250 NESBITT RD ,WI,53719,0,DANE,27-Sep-07,27-Sep-07
WI-S-15007,MIDWEST CUSTOM BOTTLING LLC,Active,PEWAUKEE,N27 W23921 PAUL RD ,WI,53072,6234,WAUKESHA,7-Jan-10,7-Jan-10
WI-S-15010,"CITY BREWING COMPANY, LLC",Active,LA CROSSE,1106 S 3RD ST ,WI,54601,4471,LA CROSSE,10-Aug-09,10-Aug-09
WI-S-15011,"OLD SUGAR DISTILLERY, LLC",Active,MADISON,931 E MAIN ST ,WI,53703,0,DANE,19-Aug-09,19-Aug-09
WI-S-15012,"WOLLERSHEIM WINERY, INC.",Active,PRAIRIE DU SAC,7876 HIGHWAY 188 ,WI,53578,0,SAUK,31-Aug-10,31-Aug-10
WI-S-15017,THE NORTH WOODS DISTILLERY LLC,Active,COLEMAN,135 W MAIN ST ,WI,54112,0,MARINETTE,30-Dec-10,30-Dec-10
WI-S-15018,C & N CORPORATION,Active,STURGEON BAY,5806 HIGHWAY 42 ,WI,54235,0,DOOR,27-May-11,27-May-11
WI-S-15019,GLOBAL UNIVERSAL SRL,Active,MONROE,1302 14TH AVE ,WI,53566,0,GREEN,18-Jul-11,18-Jul-11
WI-S-15020,CLOVER MEADOW LLC,Active,SHELL LAKE,23396 THOMPSON RD ,WI,54871,9169,WASHBURN,14-Oct-11,14-Oct-11
WI-S-15021,"VAN DRASTIC, LLC",Active,CEDAR GROVE,N1066 SAUK TRAIL RD ,WI,53013,1268,SHEBOYGAN,19-Nov-12,19-Nov-12
WI-S-18,GALLOWAY COMPANY,Active,NEENAH,601 S COMMERCIAL ST ,WI,54956,3380,WINNEBAGO,12-Aug-98,12-Aug-98
WI-S-20001,"INFINITY BEVERAGES, LLC",Active,EAU CLAIRE,3460  MALL DR ,WI,54701,0,,6-Jan-12,6-Jan-12
WI-S-20002,ARTY'S INC. PARTNERSHIP,Active,CLINTONVILLE,18  6TH ST ,WI,54929,0,,30-Jan-12,30-Jan-12
WI-S-20003,"DEATH'S DOOR DISTILLERY, LLC.",Active,MIDDLETON,2220 EAGLE DR ,WI,53562,2552,DANE,16-Feb-12,16-Feb-12
WI-S-20004,HENDRICKS FAMILY DISTILLERY LLC,Active,OMRO,3570  N COUNTY ROAD K ,WI,54963,9759,Winnebago,14-Aug-12,14-Aug-12
WV-S-15000,JERRY N. DEAL,Active,MORGANTOWN,2811 STEWARTSTOWN RD ,WV,26508,1404,MONONGALIA,27-Jun-06,27-Jun-06
WV-S-15001,HESTON FARM LLC,Active,FAIRMONT,1602 TULIP LN ,WV,26554,9488,MARION,19-Jan-10,19-Jan-10
WV-S-15002,SMOOTH AMBLER SPIRITS CO.,Active,MAXWELTON,745 INDUSTRIAL PARK RD ,WV,24957,0,GREENBRIER,21-Apr-10,2-May-11
WV-S-15003,"BLOOMERY PLANTATION DISTILLERY, LLC",Active,CHARLES TOWN,16357 CHARLES TOWN RD ,WV,25414,5489,JEFFERSON,8-Jul-11,8-Jul-11
WV-S-15004,"HIPSLIPSFINGERTIPS, LTD.",Active,SOUTH CHARLESTON,4524 MACCORKLE AVE ,WV,25309,1409,KANAWHA,26-Nov-12,26-Nov-12
WV-S-2,"KIRKWOOD, LTD.",Active,SUMMERSVILLE,45 WINERY LANE ,WV,26651,5095,NICHOLAS,5-May-10,5-May-10
WY-S-15000,KOLTS FINE SPIRITS LLLP,Active,SHERIDAN,644 CROOK ST ,WY,82801,0,SHERIDAN,27-Oct-04,27-Oct-04
WY-S-15003,WASHUT'S BREW HOUSE L.L.C.,Active,SHERIDAN,1224 WESTVIEW DR ,WY,82801,4516,SHERIDAN,7-Nov-08,7-Nov-08
WY-S-15004,"WYOMING WHISKEY, INC.",Active,KIRBY,100 S NELSON ,WY,82430,0,HOT SPRINGS,19-Jun-09,19-Jun-09
WY-S-20001,"RANGE & RIVER DISTILLING, INC.",Active,CODY,63 SAGE CREEK RD ,WY,82414,9672,Park,3-Feb-12,3-Feb-12